filename,char,codepoint_hex,codepoint_dec
U+86F3.png,蛳,U+86F3,34547
U+86F4.png,蛴,U+86F4,34548
U+86F8.png,蛸,U+86F8,34552
U+86F9.png,蛹,U+86F9,34553
U+86FE.png,蛾,U+86FE,34558
U+8700.png,蜀,U+8700,34560
U+8702.png,蜂,U+8702,34562
U+8703.png,蜃,U+8703,34563
U+8707.png,蜇,U+8707,34567
U+8708.png,蜈,U+8708,34568
U+8709.png,蜉,U+8709,34569
U+870A.png,蜊,U+870A,34570
U+870D.png,蜍,U+870D,34573
U+8712.png,蜒,U+8712,34578
U+8713.png,蜓,U+8713,34579
U+8715.png,蜕,U+8715,34581
U+8717.png,蜗,U+8717,34583
U+8718.png,蜘,U+8718,34584
U+871A.png,蜚,U+871A,34586
U+871C.png,蜜,U+871C,34588
U+871E.png,蜞,U+871E,34590
U+8721.png,蜡,U+8721,34593
U+8722.png,蜢,U+8722,34594
U+8723.png,蜣,U+8723,34595
U+8725.png,蜥,U+8725,34597
U+8729.png,蜩,U+8729,34601
U+872E.png,蜮,U+872E,34606
U+8731.png,蜱,U+8731,34609
U+8734.png,蜴,U+8734,34612
U+8737.png,蜷,U+8737,34615
U+873B.png,蜻,U+873B,34619
U+873E.png,蜾,U+873E,34622
U+873F.png,蜿,U+873F,34623
U+8747.png,蝇,U+8747,34631
U+8748.png,蝈,U+8748,34632
U+8749.png,蝉,U+8749,34633
U+874C.png,蝌,U+874C,34636
U+874E.png,蝎,U+874E,34638
U+8753.png,蝓,U+8753,34643
U+8757.png,蝗,U+8757,34647
U+8759.png,蝙,U+8759,34649
U+8760.png,蝠,U+8760,34656
U+8763.png,蝣,U+8763,34659
U+8764.png,蝤,U+8764,34660
U+8765.png,蝥,U+8765,34661
U+876E.png,蝮,U+876E,34670
U+8770.png,蝰,U+8770,34672
U+8774.png,蝴,U+8774,34676
U+8776.png,蝶,U+8776,34678
U+877B.png,蝻,U+877B,34683
U+877C.png,蝼,U+877C,34684
U+877D.png,蝽,U+877D,34685
U+877E.png,蝾,U+877E,34686
U+8782.png,螂,U+8782,34690
U+8783.png,螃,U+8783,34691
U+8785.png,螅,U+8785,34693
U+8788.png,螈,U+8788,34696
U+878B.png,螋,U+878B,34699
U+878D.png,融,U+878D,34701
U+8793.png,螓,U+8793,34707
U+8797.png,螗,U+8797,34711
U+879F.png,螟,U+879F,34719
U+87A8.png,螨,U+87A8,34728
U+87AB.png,螫,U+87AB,34731
U+87AC.png,螬,U+87AC,34732
U+87AD.png,螭,U+87AD,34733
U+87AF.png,螯,U+87AF,34735
U+87B3.png,螳,U+87B3,34739
U+87B5.png,螵,U+87B5,34741
U+87BA.png,螺,U+87BA,34746
U+87BD.png,螽,U+87BD,34749
U+87C0.png,蟀,U+87C0,34752
U+87C6.png,蟆,U+87C6,34758
U+87CA.png,蟊,U+87CA,34762
U+87CB.png,蟋,U+87CB,34763
U+87D1.png,蟑,U+87D1,34769
U+87D2.png,蟒,U+87D2,34770
U+87D3.png,蟓,U+87D3,34771
U+87DB.png,蟛,U+87DB,34779
U+87E0.png,蟠,U+87E0,34784
U+87E5.png,蟥,U+87E5,34789
U+87EA.png,蟪,U+87EA,34794
U+87EE.png,蟮,U+87EE,34798
U+87F9.png,蟹,U+87F9,34809
U+87FE.png,蟾,U+87FE,34814
U+8803.png,蠃,U+8803,34819
U+880A.png,蠊,U+880A,34826
U+8813.png,蠓,U+8813,34835
U+8815.png,蠕,U+8815,34837
U+8816.png,蠖,U+8816,34838
U+881B.png,蠛,U+881B,34843
U+8821.png,蠡,U+8821,34849
U+8822.png,蠢,U+8822,34850
U+8832.png,蠲,U+8832,34866
U+8839.png,蠹,U+8839,34873
U+883C.png,蠼,U+883C,34876
U+8840.png,血,U+8840,34880
U+8844.png,衄,U+8844,34884
U+8845.png,衅,U+8845,34885
U+884C.png,行,U+884C,34892
U+884D.png,衍,U+884D,34893
U+8854.png,衔,U+8854,34900
U+8857.png,街,U+8857,34903
U+8859.png,衙,U+8859,34905
U+8861.png,衡,U+8861,34913
U+8862.png,衢,U+8862,34914
U+8863.png,衣,U+8863,34915
U+8864.png,衤,U+8864,34916
U+8865.png,补,U+8865,34917
U+8868.png,表,U+8868,34920
U+8869.png,衩,U+8869,34921
U+886B.png,衫,U+886B,34923
U+886C.png,衬,U+886C,34924
U+886E.png,衮,U+886E,34926
U+8870.png,衰,U+8870,34928
U+8872.png,衲,U+8872,34930
U+8877.png,衷,U+8877,34935
U+887D.png,衽,U+887D,34941
U+887E.png,衾,U+887E,34942
U+887F.png,衿,U+887F,34943
U+8881.png,袁,U+8881,34945
U+8882.png,袂,U+8882,34946
U+8884.png,袄,U+8884,34948
U+8885.png,袅,U+8885,34949
U+8888.png,袈,U+8888,34952
U+888B.png,袋,U+888B,34955
U+888D.png,袍,U+888D,34957
U+8892.png,袒,U+8892,34962
U+8896.png,袖,U+8896,34966
U+889C.png,袜,U+889C,34972
U+88A2.png,袢,U+88A2,34978
U+88A4.png,袤,U+88A4,34980
U+88AB.png,被,U+88AB,34987
U+88AD.png,袭,U+88AD,34989
U+88B1.png,袱,U+88B1,34993
U+88B7.png,袷,U+88B7,34999
U+88BC.png,袼,U+88BC,35004
U+88C1.png,裁,U+88C1,35009
U+88C2.png,裂,U+88C2,35010
U+88C5.png,装,U+88C5,35013
U+88C6.png,裆,U+88C6,35014
U+88C9.png,裉,U+88C9,35017
U+88CE.png,裎,U+88CE,35022
U+88D2.png,裒,U+88D2,35026
U+88D4.png,裔,U+88D4,35028
U+88D5.png,裕,U+88D5,35029
U+88D8.png,裘,U+88D8,35032
U+88D9.png,裙,U+88D9,35033
U+88DF.png,裟,U+88DF,35039
U+88E2.png,裢,U+88E2,35042
U+88E3.png,裣,U+88E3,35043
U+88E4.png,裤,U+88E4,35044
U+88E5.png,裥,U+88E5,35045
U+88E8.png,裨,U+88E8,35048
U+88F0.png,裰,U+88F0,35056
U+88F1.png,裱,U+88F1,35057
U+88F3.png,裳,U+88F3,35059
U+88F4.png,裴,U+88F4,35060
U+88F8.png,裸,U+88F8,35064
U+88F9.png,裹,U+88F9,35065
U+88FC.png,裼,U+88FC,35068
U+88FE.png,裾,U+88FE,35070
U+8902.png,褂,U+8902,35074
U+890A.png,褊,U+890A,35082
U+8910.png,褐,U+8910,35088
U+8912.png,褒,U+8912,35090
U+8913.png,褓,U+8913,35091
U+8919.png,褙,U+8919,35097
U+891A.png,褚,U+891A,35098
U+891B.png,褛,U+891B,35099
U+8921.png,褡,U+8921,35105
U+8925.png,褥,U+8925,35109
U+892A.png,褪,U+892A,35114
U+892B.png,褫,U+892B,35115
U+8930.png,褰,U+8930,35120
U+8934.png,褴,U+8934,35124
U+8936.png,褶,U+8936,35126
U+8941.png,襁,U+8941,35137
U+8944.png,襄,U+8944,35140
U+895E.png,襞,U+895E,35166
U+895F.png,襟,U+895F,35167
U+8966.png,襦,U+8966,35174
U+897B.png,襻,U+897B,35195
U+897F.png,西,U+897F,35199
U+8981.png,要,U+8981,35201
U+8983.png,覃,U+8983,35203
U+8986.png,覆,U+8986,35206
U+89C1.png,见,U+89C1,35265
U+89C2.png,观,U+89C2,35266
U+89C4.png,规,U+89C4,35268
U+89C5.png,觅,U+89C5,35269
U+89C6.png,视,U+89C6,35270
U+89C7.png,觇,U+89C7,35271
U+89C8.png,览,U+89C8,35272
U+89C9.png,觉,U+89C9,35273
U+89CA.png,觊,U+89CA,35274
U+89CB.png,觋,U+89CB,35275
U+89CC.png,觌,U+89CC,35276
U+89CE.png,觎,U+89CE,35278
U+89CF.png,觏,U+89CF,35279
U+89D0.png,觐,U+89D0,35280
U+89D1.png,觑,U+89D1,35281
U+89D2.png,角,U+89D2,35282
U+89D6.png,觖,U+89D6,35286
U+89DA.png,觚,U+89DA,35290
U+89DC.png,觜,U+89DC,35292
U+89DE.png,觞,U+89DE,35294
U+89E3.png,解,U+89E3,35299
U+89E5.png,觥,U+89E5,35301
U+89E6.png,触,U+89E6,35302
U+89EB.png,觫,U+89EB,35307
U+89EF.png,觯,U+89EF,35311
U+89F3.png,觳,U+89F3,35315
U+8A00.png,言,U+8A00,35328
U+8A07.png,訇,U+8A07,35335
U+8A3E.png,訾,U+8A3E,35390
U+8A48.png,詈,U+8A48,35400
U+8A79.png,詹,U+8A79,35449
U+8A89.png,誉,U+8A89,35465
U+8A8A.png,誊,U+8A8A,35466
U+8A93.png,誓,U+8A93,35475
U+8B07.png,謇,U+8B07,35591
U+8B26.png,謦,U+8B26,35622
U+8B66.png,警,U+8B66,35686
U+8B6C.png,譬,U+8B6C,35692
U+8BA0.png,讠,U+8BA0,35744
U+8BA1.png,计,U+8BA1,35745
U+8BA2.png,订,U+8BA2,35746
U+8BA3.png,讣,U+8BA3,35747
U+8BA4.png,认,U+8BA4,35748
U+8BA5.png,讥,U+8BA5,35749
U+8BA6.png,讦,U+8BA6,35750
U+8BA7.png,讧,U+8BA7,35751
U+8BA8.png,讨,U+8BA8,35752
U+8BA9.png,让,U+8BA9,35753
U+8BAA.png,讪,U+8BAA,35754
U+8BAB.png,讫,U+8BAB,35755
U+8BAD.png,训,U+8BAD,35757
U+8BAE.png,议,U+8BAE,35758
U+8BAF.png,讯,U+8BAF,35759
U+8BB0.png,记,U+8BB0,35760
U+8BB2.png,讲,U+8BB2,35762
U+8BB3.png,讳,U+8BB3,35763
U+8BB4.png,讴,U+8BB4,35764
U+8BB5.png,讵,U+8BB5,35765
U+8BB6.png,讶,U+8BB6,35766
U+8BB7.png,讷,U+8BB7,35767
U+8BB8.png,许,U+8BB8,35768
U+8BB9.png,讹,U+8BB9,35769
U+8BBA.png,论,U+8BBA,35770
U+8BBC.png,讼,U+8BBC,35772
U+8BBD.png,讽,U+8BBD,35773
U+8BBE.png,设,U+8BBE,35774
U+8BBF.png,访,U+8BBF,35775
U+8BC0.png,诀,U+8BC0,35776
U+8BC1.png,证,U+8BC1,35777
U+8BC2.png,诂,U+8BC2,35778
U+8BC3.png,诃,U+8BC3,35779
U+8BC4.png,评,U+8BC4,35780
U+8BC5.png,诅,U+8BC5,35781
U+8BC6.png,识,U+8BC6,35782
U+8BC8.png,诈,U+8BC8,35784
U+8BC9.png,诉,U+8BC9,35785
U+8BCA.png,诊,U+8BCA,35786
U+8BCB.png,诋,U+8BCB,35787
U+8BCC.png,诌,U+8BCC,35788
U+8BCD.png,词,U+8BCD,35789
U+8BCE.png,诎,U+8BCE,35790
U+8BCF.png,诏,U+8BCF,35791
U+8BD1.png,译,U+8BD1,35793
U+8BD2.png,诒,U+8BD2,35794
U+8BD3.png,诓,U+8BD3,35795
U+8BD4.png,诔,U+8BD4,35796
U+8BD5.png,试,U+8BD5,35797
U+8BD6.png,诖,U+8BD6,35798
U+8BD7.png,诗,U+8BD7,35799
U+8BD8.png,诘,U+8BD8,35800
U+8BD9.png,诙,U+8BD9,35801
U+8BDA.png,诚,U+8BDA,35802
U+8BDB.png,诛,U+8BDB,35803
U+8BDC.png,诜,U+8BDC,35804
U+8BDD.png,话,U+8BDD,35805
U+8BDE.png,诞,U+8BDE,35806
U+8BDF.png,诟,U+8BDF,35807
U+8BE0.png,诠,U+8BE0,35808
U+8BE1.png,诡,U+8BE1,35809
U+8BE2.png,询,U+8BE2,35810
U+8BE3.png,诣,U+8BE3,35811
U+8BE4.png,诤,U+8BE4,35812
U+8BE5.png,该,U+8BE5,35813
U+8BE6.png,详,U+8BE6,35814
U+8BE7.png,诧,U+8BE7,35815
U+8BE8.png,诨,U+8BE8,35816
U+8BE9.png,诩,U+8BE9,35817
U+8BEB.png,诫,U+8BEB,35819
U+8BEC.png,诬,U+8BEC,35820
U+8BED.png,语,U+8BED,35821
U+8BEE.png,诮,U+8BEE,35822
U+8BEF.png,误,U+8BEF,35823
U+8BF0.png,诰,U+8BF0,35824
U+8BF1.png,诱,U+8BF1,35825
U+8BF2.png,诲,U+8BF2,35826
U+8BF3.png,诳,U+8BF3,35827
U+8BF4.png,说,U+8BF4,35828
U+8BF5.png,诵,U+8BF5,35829
U+8BF6.png,诶,U+8BF6,35830
U+8BF7.png,请,U+8BF7,35831
U+8BF8.png,诸,U+8BF8,35832
U+8BF9.png,诹,U+8BF9,35833
U+8BFA.png,诺,U+8BFA,35834
U+8BFB.png,读,U+8BFB,35835
U+8BFC.png,诼,U+8BFC,35836
U+8BFD.png,诽,U+8BFD,35837
U+8BFE.png,课,U+8BFE,35838
U+8BFF.png,诿,U+8BFF,35839
U+8C00.png,谀,U+8C00,35840
U+8C01.png,谁,U+8C01,35841
U+8C02.png,谂,U+8C02,35842
U+8C03.png,调,U+8C03,35843
U+8C04.png,谄,U+8C04,35844
U+8C05.png,谅,U+8C05,35845
U+8C06.png,谆,U+8C06,35846
U+8C07.png,谇,U+8C07,35847
U+8C08.png,谈,U+8C08,35848
U+8C0A.png,谊,U+8C0A,35850
U+8C0B.png,谋,U+8C0B,35851
U+8C0C.png,谌,U+8C0C,35852
U+8C0D.png,谍,U+8C0D,35853
U+8C0E.png,谎,U+8C0E,35854
U+8C0F.png,谏,U+8C0F,35855
U+8C10.png,谐,U+8C10,35856
U+8C11.png,谑,U+8C11,35857
U+8C12.png,谒,U+8C12,35858
U+8C13.png,谓,U+8C13,35859
U+8C14.png,谔,U+8C14,35860
U+8C15.png,谕,U+8C15,35861
U+8C16.png,谖,U+8C16,35862
U+8C17.png,谗,U+8C17,35863
U+8C18.png,谘,U+8C18,35864
U+8C19.png,谙,U+8C19,35865
U+8C1A.png,谚,U+8C1A,35866
U+8C1B.png,谛,U+8C1B,35867
U+8C1C.png,谜,U+8C1C,35868
U+8C1D.png,谝,U+8C1D,35869
U+8C1F.png,谟,U+8C1F,35871
U+8C20.png,谠,U+8C20,35872
U+8C21.png,谡,U+8C21,35873
U+8C22.png,谢,U+8C22,35874
U+8C23.png,谣,U+8C23,35875
U+8C24.png,谤,U+8C24,35876
U+8C25.png,谥,U+8C25,35877
U+8C26.png,谦,U+8C26,35878
U+8C27.png,谧,U+8C27,35879
U+8C28.png,谨,U+8C28,35880
U+8C29.png,谩,U+8C29,35881
U+8C2A.png,谪,U+8C2A,35882
U+8C2B.png,谫,U+8C2B,35883
U+8C2C.png,谬,U+8C2C,35884
U+8C2D.png,谭,U+8C2D,35885
U+8C2E.png,谮,U+8C2E,35886
U+8C2F.png,谯,U+8C2F,35887
U+8C30.png,谰,U+8C30,35888
U+8C31.png,谱,U+8C31,35889
U+8C32.png,谲,U+8C32,35890
U+8C33.png,谳,U+8C33,35891
U+8C34.png,谴,U+8C34,35892
U+8C35.png,谵,U+8C35,35893
U+8C36.png,谶,U+8C36,35894
U+8C37.png,谷,U+8C37,35895
U+8C41.png,豁,U+8C41,35905
U+8C46.png,豆,U+8C46,35910
U+8C47.png,豇,U+8C47,35911
U+8C49.png,豉,U+8C49,35913
U+8C4C.png,豌,U+8C4C,35916
U+8C55.png,豕,U+8C55,35925
U+8C5A.png,豚,U+8C5A,35930
U+8C61.png,象,U+8C61,35937
U+8C62.png,豢,U+8C62,35938
U+8C6A.png,豪,U+8C6A,35946
U+8C6B.png,豫,U+8C6B,35947
U+8C73.png,豳,U+8C73,35955
U+8C78.png,豸,U+8C78,35960
U+8C79.png,豹,U+8C79,35961
U+8C7A.png,豺,U+8C7A,35962
U+8C82.png,貂,U+8C82,35970
U+8C85.png,貅,U+8C85,35973
U+8C89.png,貉,U+8C89,35977
U+8C8A.png,貊,U+8C8A,35978
U+8C8C.png,貌,U+8C8C,35980
U+8C94.png,貔,U+8C94,35988
U+8C98.png,貘,U+8C98,35992
U+8D1D.png,贝,U+8D1D,36125
U+8D1E.png,贞,U+8D1E,36126
U+8D1F.png,负,U+8D1F,36127
U+8D21.png,贡,U+8D21,36129
U+8D22.png,财,U+8D22,36130
U+8D23.png,责,U+8D23,36131
U+8D24.png,贤,U+8D24,36132
U+8D25.png,败,U+8D25,36133
U+8D26.png,账,U+8D26,36134
U+8D27.png,货,U+8D27,36135
U+8D28.png,质,U+8D28,36136
U+8D29.png,贩,U+8D29,36137
U+8D2A.png,贪,U+8D2A,36138
U+8D2B.png,贫,U+8D2B,36139
U+8D2C.png,贬,U+8D2C,36140
U+8D2D.png,购,U+8D2D,36141
U+8D2E.png,贮,U+8D2E,36142
U+8D2F.png,贯,U+8D2F,36143
U+8D30.png,贰,U+8D30,36144
U+8D31.png,贱,U+8D31,36145
U+8D32.png,贲,U+8D32,36146
U+8D33.png,贳,U+8D33,36147
U+8D34.png,贴,U+8D34,36148
U+8D35.png,贵,U+8D35,36149
U+8D36.png,贶,U+8D36,36150
U+8D37.png,贷,U+8D37,36151
U+8D38.png,贸,U+8D38,36152
U+8D39.png,费,U+8D39,36153
U+8D3A.png,贺,U+8D3A,36154
U+8D3B.png,贻,U+8D3B,36155
U+8D3C.png,贼,U+8D3C,36156
U+8D3D.png,贽,U+8D3D,36157
U+8D3E.png,贾,U+8D3E,36158
U+8D3F.png,贿,U+8D3F,36159
U+8D40.png,赀,U+8D40,36160
U+8D41.png,赁,U+8D41,36161
U+8D42.png,赂,U+8D42,36162
U+8D43.png,赃,U+8D43,36163
U+8D44.png,资,U+8D44,36164
U+8D45.png,赅,U+8D45,36165
U+8D46.png,赆,U+8D46,36166
U+8D47.png,赇,U+8D47,36167
U+8D48.png,赈,U+8D48,36168
U+8D49.png,赉,U+8D49,36169
U+8D4A.png,赊,U+8D4A,36170
U+8D4B.png,赋,U+8D4B,36171
U+8D4C.png,赌,U+8D4C,36172
U+8D4D.png,赍,U+8D4D,36173
U+8D4E.png,赎,U+8D4E,36174
U+8D4F.png,赏,U+8D4F,36175
U+8D50.png,赐,U+8D50,36176
U+8D53.png,赓,U+8D53,36179
U+8D54.png,赔,U+8D54,36180
U+8D55.png,赕,U+8D55,36181
U+8D56.png,赖,U+8D56,36182
U+8D58.png,赘,U+8D58,36184
U+8D59.png,赙,U+8D59,36185
U+8D5A.png,赚,U+8D5A,36186
U+8D5B.png,赛,U+8D5B,36187
U+8D5C.png,赜,U+8D5C,36188
U+8D5D.png,赝,U+8D5D,36189
U+8D5E.png,赞,U+8D5E,36190
U+8D60.png,赠,U+8D60,36192
U+8D61.png,赡,U+8D61,36193
U+8D62.png,赢,U+8D62,36194
U+8D63.png,赣,U+8D63,36195
U+8D64.png,赤,U+8D64,36196
U+8D66.png,赦,U+8D66,36198
U+8D67.png,赧,U+8D67,36199
U+8D6B.png,赫,U+8D6B,36203
U+8D6D.png,赭,U+8D6D,36205
U+8D70.png,走,U+8D70,36208
U+8D73.png,赳,U+8D73,36211
U+8D74.png,赴,U+8D74,36212
U+8D75.png,赵,U+8D75,36213
U+8D76.png,赶,U+8D76,36214
U+8D77.png,起,U+8D77,36215
U+8D81.png,趁,U+8D81,36225
U+8D84.png,趄,U+8D84,36228
U+8D85.png,超,U+8D85,36229
U+8D8A.png,越,U+8D8A,36234
U+8D8B.png,趋,U+8D8B,36235
U+8D91.png,趑,U+8D91,36241
U+8D94.png,趔,U+8D94,36244
U+8D9F.png,趟,U+8D9F,36255
U+8DA3.png,趣,U+8DA3,36259
U+8DB1.png,趱,U+8DB1,36273
U+8DB3.png,足,U+8DB3,36275
U+8DB4.png,趴,U+8DB4,36276
U+8DB5.png,趵,U+8DB5,36277
U+8DB8.png,趸,U+8DB8,36280
U+8DBA.png,趺,U+8DBA,36282
U+8DBC.png,趼,U+8DBC,36284
U+8DBE.png,趾,U+8DBE,36286
U+8DBF.png,趿,U+8DBF,36287
U+8DC3.png,跃,U+8DC3,36291
U+8DC4.png,跄,U+8DC4,36292
U+8DC6.png,跆,U+8DC6,36294
U+8DCB.png,跋,U+8DCB,36299
U+8DCC.png,跌,U+8DCC,36300
U+8DCE.png,跎,U+8DCE,36302
U+8DCF.png,跏,U+8DCF,36303
U+8DD1.png,跑,U+8DD1,36305
U+8DD6.png,跖,U+8DD6,36310
U+8DD7.png,跗,U+8DD7,36311
U+8DDA.png,跚,U+8DDA,36314
U+8DDB.png,跛,U+8DDB,36315
U+8DDD.png,距,U+8DDD,36317
U+8DDE.png,跞,U+8DDE,36318
U+8DDF.png,跟,U+8DDF,36319
U+8DE3.png,跣,U+8DE3,36323
U+8DE4.png,跤,U+8DE4,36324
U+8DE8.png,跨,U+8DE8,36328
U+8DEA.png,跪,U+8DEA,36330
U+8DEB.png,跫,U+8DEB,36331
U+8DEC.png,跬,U+8DEC,36332
U+8DEF.png,路,U+8DEF,36335
U+8DF3.png,跳,U+8DF3,36339
U+8DF5.png,践,U+8DF5,36341
U+8DF7.png,跷,U+8DF7,36343
U+8DF8.png,跸,U+8DF8,36344
U+8DF9.png,跹,U+8DF9,36345
U+8DFA.png,跺,U+8DFA,36346
U+8DFB.png,跻,U+8DFB,36347
U+8DFD.png,跽,U+8DFD,36349
U+8E05.png,踅,U+8E05,36357
U+8E09.png,踉,U+8E09,36361
U+8E0A.png,踊,U+8E0A,36362
U+8E0C.png,踌,U+8E0C,36364
U+8E0F.png,踏,U+8E0F,36367
U+8E14.png,踔,U+8E14,36372
U+8E1D.png,踝,U+8E1D,36381
U+8E1E.png,踞,U+8E1E,36382
U+8E1F.png,踟,U+8E1F,36383
U+8E22.png,踢,U+8E22,36386
U+8E23.png,踣,U+8E23,36387
U+8E29.png,踩,U+8E29,36393
U+8E2A.png,踪,U+8E2A,36394
U+8E2C.png,踬,U+8E2C,36396
U+8E2E.png,踮,U+8E2E,36398
U+8E2F.png,踯,U+8E2F,36399
U+8E31.png,踱,U+8E31,36401
U+8E35.png,踵,U+8E35,36405
U+8E39.png,踹,U+8E39,36409
U+8E3A.png,踺,U+8E3A,36410
U+8E3D.png,踽,U+8E3D,36413
U+8E40.png,蹀,U+8E40,36416
U+8E41.png,蹁,U+8E41,36417
U+8E42.png,蹂,U+8E42,36418
U+8E44.png,蹄,U+8E44,36420
U+8E47.png,蹇,U+8E47,36423
U+8E48.png,蹈,U+8E48,36424
U+8E49.png,蹉,U+8E49,36425
U+8E4A.png,蹊,U+8E4A,36426
U+8E4B.png,蹋,U+8E4B,36427
U+8E51.png,蹑,U+8E51,36433
U+8E52.png,蹒,U+8E52,36434
U+8E59.png,蹙,U+8E59,36441
U+8E66.png,蹦,U+8E66,36454
U+8E69.png,蹩,U+8E69,36457
U+8E6C.png,蹬,U+8E6C,36460
U+8E6D.png,蹭,U+8E6D,36461
U+8E6F.png,蹯,U+8E6F,36463
U+8E70.png,蹰,U+8E70,36464
U+8E72.png,蹲,U+8E72,36466
U+8E74.png,蹴,U+8E74,36468
U+8E76.png,蹶,U+8E76,36470
U+8E7C.png,蹼,U+8E7C,36476
U+8E7F.png,蹿,U+8E7F,36479
U+8E81.png,躁,U+8E81,36481
U+8E85.png,躅,U+8E85,36485
U+8E87.png,躇,U+8E87,36487
U+8E8F.png,躏,U+8E8F,36495
U+8E90.png,躐,U+8E90,36496
U+8E94.png,躔,U+8E94,36500
U+8E9C.png,躜,U+8E9C,36508
U+8E9E.png,躞,U+8E9E,36510
U+8EAB.png,身,U+8EAB,36523
U+8EAC.png,躬,U+8EAC,36524
U+8EAF.png,躯,U+8EAF,36527
U+8EB2.png,躲,U+8EB2,36530
U+8EBA.png,躺,U+8EBA,36538
U+8ECE.png,軎,U+8ECE,36558
U+8F66.png,车,U+8F66,36710
U+8F67.png,轧,U+8F67,36711
U+8F68.png,轨,U+8F68,36712
U+8F69.png,轩,U+8F69,36713
U+8F6B.png,轫,U+8F6B,36715
U+8F6C.png,转,U+8F6C,36716
U+8F6D.png,轭,U+8F6D,36717
U+8F6E.png,轮,U+8F6E,36718
U+8F6F.png,软,U+8F6F,36719
U+8F70.png,轰,U+8F70,36720
U+8F71.png,轱,U+8F71,36721
U+8F72.png,轲,U+8F72,36722
U+8F73.png,轳,U+8F73,36723
U+8F74.png,轴,U+8F74,36724
U+8F75.png,轵,U+8F75,36725
U+8F76.png,轶,U+8F76,36726
U+8F77.png,轷,U+8F77,36727
U+8F78.png,轸,U+8F78,36728
U+8F79.png,轹,U+8F79,36729
U+8F7A.png,轺,U+8F7A,36730
U+8F7B.png,轻,U+8F7B,36731
U+8F7C.png,轼,U+8F7C,36732
U+8F7D.png,载,U+8F7D,36733
U+8F7E.png,轾,U+8F7E,36734
U+8F7F.png,轿,U+8F7F,36735
U+8F81.png,辁,U+8F81,36737
U+8F82.png,辂,U+8F82,36738
U+8F83.png,较,U+8F83,36739
U+8F84.png,辄,U+8F84,36740
U+8F85.png,辅,U+8F85,36741
U+8F86.png,辆,U+8F86,36742
U+8F87.png,辇,U+8F87,36743
U+8F88.png,辈,U+8F88,36744
U+8F89.png,辉,U+8F89,36745
U+8F8A.png,辊,U+8F8A,36746
U+8F8B.png,辋,U+8F8B,36747
U+8F8D.png,辍,U+8F8D,36749
U+8F8E.png,辎,U+8F8E,36750
U+8F8F.png,辏,U+8F8F,36751
U+8F90.png,辐,U+8F90,36752
U+8F91.png,辑,U+8F91,36753
U+8F93.png,输,U+8F93,36755
U+8F94.png,辔,U+8F94,36756
U+8F95.png,辕,U+8F95,36757
U+8F96.png,辖,U+8F96,36758
U+8F97.png,辗,U+8F97,36759
U+8F98.png,辘,U+8F98,36760
U+8F99.png,辙,U+8F99,36761
U+8F9A.png,辚,U+8F9A,36762
U+8F9B.png,辛,U+8F9B,36763
U+8F9C.png,辜,U+8F9C,36764
U+8F9E.png,辞,U+8F9E,36766
U+8F9F.png,辟,U+8F9F,36767
U+8FA3.png,辣,U+8FA3,36771
U+8FA8.png,辨,U+8FA8,36776
U+8FA9.png,辩,U+8FA9,36777
U+8FAB.png,辫,U+8FAB,36779
U+8FB0.png,辰,U+8FB0,36784
U+8FB1.png,辱,U+8FB1,36785
U+8FB6.png,辶,U+8FB6,36790
U+8FB9.png,边,U+8FB9,36793
U+8FBD.png,辽,U+8FBD,36797
U+8FBE.png,达,U+8FBE,36798
U+8FC1.png,迁,U+8FC1,36801
U+8FC2.png,迂,U+8FC2,36802
U+8FC4.png,迄,U+8FC4,36804
U+8FC5.png,迅,U+8FC5,36805
U+8FC7.png,过,U+8FC7,36807
U+8FC8.png,迈,U+8FC8,36808
U+8FCE.png,迎,U+8FCE,36814
U+8FD0.png,运,U+8FD0,36816
U+8FD1.png,近,U+8FD1,36817
U+8FD3.png,迓,U+8FD3,36819
U+8FD4.png,返,U+8FD4,36820
U+8FD5.png,迕,U+8FD5,36821
U+8FD8.png,还,U+8FD8,36824
U+8FD9.png,这,U+8FD9,36825
U+8FDB.png,进,U+8FDB,36827
U+8FDC.png,远,U+8FDC,36828
U+8FDD.png,违,U+8FDD,36829
U+8FDE.png,连,U+8FDE,36830
U+8FDF.png,迟,U+8FDF,36831
U+8FE2.png,迢,U+8FE2,36834
U+8FE4.png,迤,U+8FE4,36836
U+8FE5.png,迥,U+8FE5,36837
U+8FE6.png,迦,U+8FE6,36838
U+8FE8.png,迨,U+8FE8,36840
U+8FE9.png,迩,U+8FE9,36841
U+8FEA.png,迪,U+8FEA,36842
U+8FEB.png,迫,U+8FEB,36843
U+8FED.png,迭,U+8FED,36845
U+8FEE.png,迮,U+8FEE,36846
U+8FF0.png,述,U+8FF0,36848
U+8FF3.png,迳,U+8FF3,36851
U+8FF7.png,迷,U+8FF7,36855
U+8FF8.png,迸,U+8FF8,36856
U+8FF9.png,迹,U+8FF9,36857
U+8FFD.png,追,U+8FFD,36861
U+9000.png,退,U+9000,36864
U+9001.png,送,U+9001,36865
U+9002.png,适,U+9002,36866
U+9003.png,逃,U+9003,36867
U+9004.png,逄,U+9004,36868
U+9005.png,逅,U+9005,36869
U+9006.png,逆,U+9006,36870
U+9009.png,选,U+9009,36873
U+900A.png,逊,U+900A,36874
U+900B.png,逋,U+900B,36875
U+900D.png,逍,U+900D,36877
U+900F.png,透,U+900F,36879
